id,product_number,quantity,price,discount,featured,name,description,images,variants,category_link,category,product_colors,brand_link,brand_name,Order Items
87,4871,500,₦3500,,false,Bottom flusher,"A bottom flusher is a tank-fitting valve that controls water release from the bottom. Commonly installed in toilet cisterns or tanks. It flushes water efficiently into the bowl or drainage system. Helps conserve water with full/half-flush options. Operates via lever or push-button systems. Made of plastic or brass, it's corrosion-resistant. Vital in modern sanitation systems.","IMG-20250719-WA0023-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/WWqxcW8O_RcZHOFatH-TsA/EOGpoIPrOkW5uyQZTKiLTUue3exitNKtFC9fbW3-rSbDXuxdGgfbvTMGpCkdIV27thpr9OKSZHnt_UuXoX3aH5qSfAJAAKHjVijvd7lvPGIE5bc8eapO_6dT1kkEpBVZWSrQS6NPt1niTWBDP9SMb08H3rj_jOpS3_geuyS9q2JZGjAf8Ypfx86EGclnC3sT/ZX8jnjUd_ocJS23IPaEwQekO9v7NuTkqbO1opjnaj-A),IMG-20250719-WA0026-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/r3TvmbTMwVk7jvc6T8eKxw/4ibw3Aff9u5yj3ablGrHSZDBq0mS0pr5VlXFc-T9jNkSw4x_zkQ6qiwgy-cwFAc0ESH5LSGpSUXMJh0FNeHWkcyXZ3iv-ZAyjM4BL3usVLzSIfnLW1u7VZjSStXXzOBA5ViGd6t7VH0NKznRe89eXyN1YpZtjH3gCz3gvMtQ5ZLqlnthCxHJJk-4uWogI9LI/3c8aAHTlpvo_uJI8trawNsAPx4c809W5zPxH-twxKzE),IMG-20250719-WA0025-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/QbWO7k-zY6SRVzwxHjbIfQ/S6l5UEhIVqcIyQcZ2HfIkG9y7Ol_FNdOfE2K7p8HAtezOdO-NHMYqFo6N8AO7aTOPYj7dqal5We6oqZEI7uB6D0NfMsmadKF3SY2qazQEgb5qonS1kw6uPKMlf-wsZQADSSBymHiTjAmD5usfwE2m9wOUeJ4D-DIPUPG8g8GYYpvKSGokbN2WbachhsWvXU0/FVZ_jV1w91XBnXYD5EsJSNgGpuMZ5Wz8fNWUfIsDhIs)",,Bathroom Fixtures,Bathroom Fixtures,,4,CSWL,
88,3914,1000,₦700,,false,Tread Tape,"Used to seal threaded pipe joints and prevent leaks. Made of PTFE (Teflon), it's wrapped around male threads before connection. Provides a watertight, airtight seal. Heat- and chemical-resistant for diverse applications. Essential for gas and water pipe fittings. Easy to apply and remove. Prevents corrosion and wear on threads.","IMG-20250719-WA0031-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/5JY-em-nphzOjV7KWEXFDQ/NplerQSTVORCxbO59D07vD4erWiBtZfmpStnRv5Lh7z6-h4LGlocjWKNxnmtKtxLrO0amjJFptlnCKuYlUWEWqo8OfT6uqLNcO5NM5RqRuMajLDyg4o0ttuzgjg0lMqN0MhiuxtpnQpzYE2lfqVl6pGlu1W_HuitbYxPZ1UIHzWVaRGVv4qMKw3WJ82nmVD1/LZe5Z70hEHRCSbYSgKfQHgCGGbqqiyq1F8CzK1Qh4-A),IMG-20250719-WA0027-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/IJpVuHCne8JEIdfd6Yck9w/evo34gIOrPqMgB_jaP6bZZE5YnD80cA33CImm1HqC7dkUTQedA08NvpRKcF6GnLzLNdRzh_UV_H9g4TArjNxe4FUanGe9eiCBr97w_lFAgNiF9HyyZFXBOoVNVk1GSqvLOa1Bm_LkkOZIlp0I2_0G8Uis1PYy3EwQSPEk4EW99QH9efgthsNlokCJJZcz0kR/lhBKLfnd-3HCZK1D8wJ2sP8vspuT3vu3i9_NKMzpD8M)",,,,,,,
89,2301,400,₦4000,,false,Tee Tap,A Tee Tap is a T-shaped fitting used with a built-in threaded outlet for easy tap connection. It allows users to connect a faucet or spigot directly to a running pipe. Common in garden or utility plumbing. Supports water diversion for secondary use. Made of brass or PVC. Simplifies setup without additional fittings. Strong and rust-resistant.,"IMG-20250719-WA0030-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/qaZEZ2daLfecWrNIUgaeoQ/qMUDNELqXrjuelB8AUgu91yaQ654gQSrNxhJ_gomYIDqX4QJBX5CnRPwII9Zzv-ywX2qTMSYlIqtbX3kDKz6--lVhxl-yQuV-ZCea-odJA14R79LyTU2tMjHNX-d4snyHN8IdMJsBMaGnDSQQoIKwHtjB9fpKuDHllCCR3UG1usTXQdkGvWH2X3QHLy8x3Is/7FPjtFEJdik6NsLMAirlA6C-ykupwKxP-HImCdxf5sI),IMG-20250719-WA0030-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/DBiL0Z619TzfuPY2uIXChw/aQWISw4PrmAuWHoZs0NUHM4TbUhAe_JfebIo8DAPuVQTIlXd6XvY9t508yQeOgT9RTvniLcOoq_gBu1mys-qXvBsYcwvt0e8szxa_sl7ZlKLJ4epL2NH7O1xEUiBpLpSMdpbK7ZC3e2bdNbAfz0km1PjMby6eMOVAeuq0FqPbL_-EhhBqtWJR75v3S8_eU_s/BQaWaeEOQgfRNRgOIBqfAVCsY37Gz82eTGzCd7nBpbA)",,"pipes,faucets","pipes, faucets",,,,32
90,5729,690,₦6500,,false,Crossed Tee Tap,An enhanced Tee fitting with multiple outlet connections arranged in a cross. Offers four-way water distribution for complex plumbing networks. Efficient for centralized irrigation or multi-unit setups. Reduces the number of individual fittings needed. Made from durable plastic or metal. Minimizes water pressure drops. Great for greenhouses or workshop installations.,"IMG-20250719-WA0029-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/N-KeGSlIxs0BsBDnEbMn8g/P5M3EgYucAgX-2haDNP2HvzE345mW0OV4L81JuDVvOCVPWyqBlrud0M1hxSqRAX_X5cOaZ5YO_hru4k1VLPbqZtLOZLkX8kv4zs5I_sCcQv8GOsFX8Z2TfMruOqUgBAvCvxnIJUxJzquhGQW5Rs1Lr_4H849E4q3kV9CqaK6w_6tXVzNkjfo437R5aKJtoLp/RHlYwEWhqqBoAESTAmAGB4ZQ8z_Wi18yoVbjjyd5h6Y),IMG-20250719-WA0032-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/tZbzPy1a_3upVpRtmAlIMw/dfh7yJNWlqjn5zDjYr670BiZHx1ttsreZbiCIdk3ANSvYAjKfhPQ2g2kgKqD34Wu3lAxTtgAyJDwWCOK7iCQ8icvisQnirYh39dfHpDC63qLuSKf_sepfytQ5Zje-gEHlLk7yQ7nqnwNR47lqopz4GqFYhNbtqSvpNfdHxTCq9yt7AlOAzKHV3HKwVV8eOB6/-z8suG9_HrBX5Ogu0StwtM0sjx5YAzZbsM5pT-Nk0Ak)",,"pipes,faucets","pipes, faucets",,,,
91,6948,700,₦600,,false,"2"" Imported Socket","A premium-quality socket used to join two 2"" pipes in high-pressure systems. Imported variants often offer superior material quality. Provides high tolerance to heat and pressure. Great for industrial-grade plumbing. Requires proper cementing or threading. Highly durable against corrosion and wear. Ideal for municipal or commercial pipelines.",IMG-20250719-WA0033-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/nPsKuv7W0YN-IbaLbAWA4A/5s3YIdEqwnwEQi7cygoPPTUyvNtYZTK-q19AOQYflPDnwR-qZ_QB9ABhvRUL80CpTUZ8XbMhamwJYvD5r6twgtuLXMHgdWrVMufjolT25-WnMOEMh2F4S3ptMM62jf38oCW5e9sUnGKKWPV_6jCbTG7O_ZNliiBctXD8cqDV_uG2CByfTrJAbXj8Si5vURAp/GcEZ2CAG6YbYshPjq565IZxiwif7v5zmV34_hiykf-I),,P.V.C Fittings,P.V.C Fittings,,,,
92,3846,700,₦800,,false,"2"" Imported Tee","Facilitates three-way connection of 2"" pipes in large systems. Imported Tees offer better performance and lifespan. Excellent for mainline distribution or large-scale irrigation. Made from chemically-resistant materials. Supports consistent flow with minimal turbulence. Installed using adhesive or threaded joins. A core part of industrial layouts.",IMG-20250719-WA0034-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/NXnDPEbCz2L1aQJxypxZtg/7UyXlqTV5E8QI_ahGnTGvsBaSSxeHYSuLG9H3OFqgQu-n4UEJRi2POgutdPMfFK1JngE5NI8zjMZjc8zSHB_NUmrLk3PzLR8b29hKdF3QARkBuTQO7niavz0L2cYvpIVD_FBYORlRmO02Xm94CKNKjtWHlP3ExN9CSMY4aLi8i_LxNFjAQdFthG6c5GaZl80/C8OtsGlkAnWqE3ksFMJDW-EotlSDVbe63GcNolk4sqg),,P.V.C Fittings,P.V.C Fittings,,,,
93,6152,700,₦750,,false,"2"" Imported Elbow",Enables redirection of large-diameter pipes in plumbing systems. Perfect for complex layouts with tight angles. Imported for enhanced strength and performance. Ideal for industrial drain lines or large water supplies. Strong against impact and corrosion. Requires robust sealing methods. Comes in 45° and 90° variants.,IMG-20250719-WA0035-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/aluBMjYk72R073YMCGa6vg/UoOkTS-nto7SaNMVZr-DD2vgEiu07vf0GhE3hYxSk997lyh-8FBfod_JBVq1Yx95ZSD1QmTa2UVcg5sm8v481XlzJNVgwHEu7RAiKQNRJJO4J5NcukEDf9AafJWSSQ4FioEmHy9dBTTjUC2T5duUFbjHpsMl3auq3fSLNzmBeZL3UODb18Mp3tCw3nEfzffZ/uNFCFkmHcABhlQAA4Xxk_ipphzZVXpez9KhkBeoRUrk),,P.V.C Fittings,P.V.C Fittings,,,,
94,4927,700,₦2500,,false,"2"" Imported Floor Drain","Used for effective drainage in bathrooms, industrial floors, and basements. Has a grated cover to prevent debris entry. Imported versions come with better anti-rust coating. Easily connects to 2"" waste systems. Helps manage surface water efficiently. Resistant to chemicals and heavy loads. Offers long service life with minimal maintenance.",IMG-20250719-WA0036-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/8ZTuJuOjjW-yiA9ohTaI3Q/NnrZK5V-TVckSBglYZH4qi8MSeyUddvj_v_azDDMxUyNTk6pZfH23HfIKeU_w7yOQsjNsYbIz9sio0bXaU0aONUg0IBk-br5wVeAOB9Ps-THOYIK7HyvHGFSk5oj53xeqbzREDqj8T1EhOfGDKybGGPLse_XaSOtmMELaekOcYPwItZ2J8fH8ZgNPvcVi_D8/9CtpCtiErvJKes8LUnOAXOu77JEA_sWCJc9TW2e1scg),,P.V.C Fittings,P.V.C Fittings,,,,
95,8472,700,₦1000,,false,"2"" Imported Y",This Y-shaped fitting connects three pipes at 45-degree angles. Allows smoother flow redirection compared to Tees. Used for waste or vent systems. Imported Wyes have smoother interior walls for better flow. Suitable for high-flow drainage setups. Common in building sewage systems. Offers strong and leak-resistant connections.,IMG-20250719-WA0038-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/I2RNFXD1d8DFoTJ-n6xjAQ/L_jWm30aSrdvXbKdyZwcFX2y7KK8N1qpoCnFa0aDBy92dwlEaq_Mwnt3uLiPo1ImCDBCcKjJGZCVHfxtAeyDwnu3WB5p6E8DlKNLmG7gGbml7FWTPQS8F7yrcJ2LLCfXdcN-0FDn5p_3cvPHW_coAyUuh-6NjnUB3txe_TuRLXhIsn5PBKqU92O3stKmwdpd/HWq-av3nUy71NwOxcZ0Nh9guVSEHRaE5OFldwP14rmo),,P.V.C Fittings,P.V.C Fittings,,,,
96,2063,700,₦1200,,false,Imported Backnut,A threaded securing ring used to lock plumbing fixtures in place. Typically found behind faucets and sink outlets. Imported versions are made of stronger brass or stainless steel. Provides excellent corrosion resistance. Easy to tighten and remove with standard tools. Essential for preventing fixture movement or leaks. Offers reliable long-term support.,IMG-20250719-WA0037-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/GwbmfofFKW6CY6MUYoWjpw/DpqzYq21XgjiV2K2ORVCw7RxZv_J97j_BM_3lELG920I3QlZHHYm1xXc6DAiqglP9kTU2syftWUmn1jIfr2Fp99nKbyBjaXJAuxjnePNEU6GQBE1gyNzt9mSmN7mRgWpqFSy-bNRFbHjPJR_A9LefLtyJkS_ue4hf2Z_v2Y6UuZCRcnikPy68aQaa2tmpoyo/14PQF4gGdZ4qGIwBTyhkS-Idi6miFgWDBn8rW6Oh9QI),,P.V.C Fittings,P.V.C Fittings,,,,
97,3501,500,₦800,,false,Ordinary Backnut,Similar in function to imported backnuts but made from local or less expensive materials. Suitable for light-duty or indoor plumbing. Provides mechanical fastening for taps and fittings. May be zinc-coated or plastic. Affordable and easy to replace. Used where high durability isn't critical. Common in temporary installations.,IMG-20250719-WA0040-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/TlBHC5o9chIf6rNkErEnuQ/p3uzv0DqN2e0ME1XXRW0MrvH4rw-LPTDfCLcLM5a7KNJIr7ctmWHQy-ZE14i7mY2jTv0zTrO4u9N0fi4bkMAKhpIJ5IrJz6jlTEY3uQ714FlvLcpP5XRNyhzsthRUWOGDvKOqlsYVkBwr0zT6ngznZ5fiCoEK7wED_kMIz9062nMS4ggfqMkqiXlw8T-A7CH/EaCihpYwIXbJ9j4Q-IrThJHSM-hbMfA2jLOkP72HAbw),,P.V.C Fittings,P.V.C Fittings,,,,
98,7684,890,₦800,,false,"1"" Air Valve","Used to release trapped air from large-scale water systems. Prevents air locks that hinder water flow. Automatically vents air during filling or draining. Enhances system efficiency and safety. Installed in vertical piping or pump outlets. Durable, with pressure-tolerant design. Required in industrial and commercial plumbing networks.","IMG-20250719-WA0043-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/MZP4R5YCG4kuzSYCykAoag/fGCBkKJS9E4GmruM1dAgbh9DktjYokjudcH4qCBdmGHfNU_73VirGCVYpjrPVanRnER1_VNJvO71kKzewloRdu07qQOxcqmsrU60z_riKzCxbrsEQxGAi7cyKepT0vAO0V82GYPrnWSXcoshYAuZc_YFjcROIt8RaE6V2shS-z3GvycvJI9ygDm6LWxgkgOS/a-P5tydpdC3Cr3q2904vjuHu4-SBtnygApJd32PijFw),IMG-20250719-WA0041-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/zyREeIGlSqEY0EDEkPOhcg/mEK4iJWrZnOOuXFPNK7fY2qgqQoXZ5TlBJBkorhvcFIfBqDRY0aZ0ND8ZVmbVKcz_9Faz7GuG12NJJxdxCQLxV-_gLgEQXp1VMv3_PpwhPtEZUvO4KF5zpA9ebi55E1U28YDLbvPA8e5hZUI4QBG1h8OIZV0YAvNOTSyLpO8s-Rp2ukfEEJ8i3qFVZpm9C9r/5B8c2ODQw9QFZisxospUy77Dw7brreSSZ7GPNU8Yksk),IMG-20250719-WA0039-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/YKBzET6uslxoQBqJfIBVbg/4uz2s7ZptFeTB9NtD1P80maH-a2VnZ1emWkSWa9WFvWTx1YwZ9nIXpjiZ-MYLH0IraRZBFqZeCYDUTvPEmWX3AYB22aBlqbpuZta9h9op7sT4umfCX9o1U6i3omCrOT2KS8ZOl4eGiu6etMF1Vw-FtXbCVcp4jJV-wAB7zvXF6TOpz8nHEYOhZqjefHKZc8Z/t-SEXOeSetLTcELul2fFoSvbWzP1pIgJxbFfHF1FK40)",,P.V.C Fittings,P.V.C Fittings,,,,
99,9230,860,₦650,,false,"3/4"" Air Valve ",A medium-sized valve ideal for household water tanks or borehole systems. Helps maintain smooth water flow. Reduces noise and flow interruptions. Installed at high points in pipelines. Made from brass or composite plastic. Corrosion- and pressure-resistant. Increases plumbing system longevity.,"IMG-20250719-WA0043-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/MZP4R5YCG4kuzSYCykAoag/fGCBkKJS9E4GmruM1dAgbh9DktjYokjudcH4qCBdmGHfNU_73VirGCVYpjrPVanRnER1_VNJvO71kKzewloRdu07qQOxcqmsrU60z_riKzCxbrsEQxGAi7cyKepT0vAO0V82GYPrnWSXcoshYAuZc_YFjcROIt8RaE6V2shS-z3GvycvJI9ygDm6LWxgkgOS/a-P5tydpdC3Cr3q2904vjuHu4-SBtnygApJd32PijFw),IMG-20250719-WA0041-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/zyREeIGlSqEY0EDEkPOhcg/mEK4iJWrZnOOuXFPNK7fY2qgqQoXZ5TlBJBkorhvcFIfBqDRY0aZ0ND8ZVmbVKcz_9Faz7GuG12NJJxdxCQLxV-_gLgEQXp1VMv3_PpwhPtEZUvO4KF5zpA9ebi55E1U28YDLbvPA8e5hZUI4QBG1h8OIZV0YAvNOTSyLpO8s-Rp2ukfEEJ8i3qFVZpm9C9r/5B8c2ODQw9QFZisxospUy77Dw7brreSSZ7GPNU8Yksk),IMG-20250719-WA0039-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/YKBzET6uslxoQBqJfIBVbg/4uz2s7ZptFeTB9NtD1P80maH-a2VnZ1emWkSWa9WFvWTx1YwZ9nIXpjiZ-MYLH0IraRZBFqZeCYDUTvPEmWX3AYB22aBlqbpuZta9h9op7sT4umfCX9o1U6i3omCrOT2KS8ZOl4eGiu6etMF1Vw-FtXbCVcp4jJV-wAB7zvXF6TOpz8nHEYOhZqjefHKZc8Z/t-SEXOeSetLTcELul2fFoSvbWzP1pIgJxbFfHF1FK40)",,P.V.C Fittings,P.V.C Fittings,,,,
100,6407,970,₦500,,false,"1/2"" Air Valve ",Small but vital for venting air in residential pipelines. Especially useful in overhead tanks and vertical risers. Prevents water hammer and reverse flow. Installed at air-prone spots in plumbing. Lightweight and easy to maintain. Made of heat- and pressure-resistant materials. Improves overall system stability.,"IMG-20250719-WA0043-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/MZP4R5YCG4kuzSYCykAoag/fGCBkKJS9E4GmruM1dAgbh9DktjYokjudcH4qCBdmGHfNU_73VirGCVYpjrPVanRnER1_VNJvO71kKzewloRdu07qQOxcqmsrU60z_riKzCxbrsEQxGAi7cyKepT0vAO0V82GYPrnWSXcoshYAuZc_YFjcROIt8RaE6V2shS-z3GvycvJI9ygDm6LWxgkgOS/a-P5tydpdC3Cr3q2904vjuHu4-SBtnygApJd32PijFw),IMG-20250719-WA0041-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/zyREeIGlSqEY0EDEkPOhcg/mEK4iJWrZnOOuXFPNK7fY2qgqQoXZ5TlBJBkorhvcFIfBqDRY0aZ0ND8ZVmbVKcz_9Faz7GuG12NJJxdxCQLxV-_gLgEQXp1VMv3_PpwhPtEZUvO4KF5zpA9ebi55E1U28YDLbvPA8e5hZUI4QBG1h8OIZV0YAvNOTSyLpO8s-Rp2ukfEEJ8i3qFVZpm9C9r/5B8c2ODQw9QFZisxospUy77Dw7brreSSZ7GPNU8Yksk),IMG-20250719-WA0039-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/YKBzET6uslxoQBqJfIBVbg/4uz2s7ZptFeTB9NtD1P80maH-a2VnZ1emWkSWa9WFvWTx1YwZ9nIXpjiZ-MYLH0IraRZBFqZeCYDUTvPEmWX3AYB22aBlqbpuZta9h9op7sT4umfCX9o1U6i3omCrOT2KS8ZOl4eGiu6etMF1Vw-FtXbCVcp4jJV-wAB7zvXF6TOpz8nHEYOhZqjefHKZc8Z/t-SEXOeSetLTcELul2fFoSvbWzP1pIgJxbFfHF1FK40)",,P.V.C Fittings,P.V.C Fittings,,,,
101,5379,970,₦400,,false,"2"" Imported plug ","A heavy-duty cap used to seal off unused 2"" pipe ends. Imported variants offer premium sealing with high tolerance. Prevents leaks, contamination, or dirt entry. Used during maintenance, upgrades, or pipe testing. Made from durable PVC or brass. Threaded for tight fit. Suitable for high-pressure and industrial lines.",IMG-20250719-WA0042-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/oo0vTBg1EWFYgA0aJZ5ywg/c7RXfCTzir4oxSjSXDw_Put4TsPMRH7YSJrCT_qI7AmRWXUBBNBH8Me7OdknLFlXyYC2ZVpqYh3gOK8XR9I00sIzULmwzGPtmgbXVgiTxv6uph9K5DhdxGMiscHAk1eUqxqd6BHge-2DGfJtCqjZdgFsFzbDB3V-7hfK7jiwl_0t5m5RogfNuKgp6Xq95MGq/AxjefLQ4NDJv6Hgwb9CsBoTrqxn573QY8xfJJMniENA),,P.V.C Fittings,P.V.C Fittings,,,,
102,8904,600,₦500,,false,"1"" Plug","A 1-inch plug is a small, threaded fitting used to close off the end of a pipe, typically in plumbing systems. It is most commonly applied when a pipe opening is no longer needed or when it's being sealed temporarily for future use. These plugs are manufactured from materials like brass, galvanized steel, stainless steel, and PVC, depending on the type of piping and its application. The plug features male threads that screw into a female-threaded pipe or fitting, forming a tight seal that prevents leaks. In residential and commercial plumbing, 1-inch plugs are frequently found in water supply systems, irrigation networks, or areas designated for maintenance access.","1plug2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/05kml3oRukzfLOzUxxmRAA/90jBUtGmf_iYNuyATRFu4T71RjpoCx8sm6jSNr9_7Xk1KU1SJIV_TdewkEAypTGZiosJNHlRfTLAQWdXw_ikVj9fu1sZX4E_Nkn9Ys3LuO2wvZIfvzb1vOi_yOt1yaI3xLkpHsjyOyDcBSuXuQeMUltXb26tpEaM19tYSwoEW4_Fnk_RW8eR69BQ8mkyLN0H/YxF5r2UGygDDQO0zlc7h-0LZ9IoNfO1SA_l3RjOjcCg),1plu-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/yWqTQ8ZyO8j0MgZ7_JOVCg/AbiYQDxX4_BNWcKCL_Do5XVNG_IJVHdgKQVCa38njHUaMO7Zas-MvKllfoS8vlmvPMp8G5_CAe91dnXpWn58i3hveECV82sbrg2gjBB6PdAeQufnan6vH8RmcLPi3pQ8kKH5Wz9WvNqYGvVjLrq5aljcBKQ4Z2X5FU4PnX_ELlo/ff5B7-sGNFi1IH9O4SoXO6Z6iK785uu3K7YRdbQ6WHE)",,P.V.C Fittings,P.V.C Fittings,,,,
115,5212,500,₦67000,,false,Corolla,"VStar WC is a modern and durable water closet designed to combine style, comfort, and functionality in any bathroom setting. Crafted from high-quality ceramic materials, it offers excellent resistance to stains, scratches, and wear, ensuring long-lasting performance. The design features a sleek, compact structure that saves space while enhancing the overall look of the restroom. With efficient water-saving technology, it provides powerful flushing with minimal water usage, making it eco-friendly and cost-effective. VStar WC is easy to install, simple to maintain, and a reliable choice for both residential and commercial use.","cor3.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/YLLdZGICj6hJlcf5gzHHdw/VqEXh_9eLpUs7x6Dg8FLmK8k_AinvP64p4i1l2J4fY3ioT0DA7I5hs_cvyITKGYonedBpbKlOyhgeJhty_5PP7IgeE1sV3uqsjxdhqokVvoTnIc30uBiO9TTRekRaFYrvCBzeEaXVWjaPbYpr2mZtA/K2u1rwB5qaT1m1_0WSj1IqG9steVU_NWTcc2ccTQKN8),cor2.jpeg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/W6ei78ch5zRJTUNNtzlppQ/bRZxOrWD4oRTdlQGRd4P-akGrE0Z6S4q6Jpx3B7GVF9yFCmC9BxuyiBl6gpBisuw_aNo1OJYUpuirgj4QXkQAwssyR7VbJd_lVPRQbEZxJN1kdr6EW6nESEJD1SoldBPjx2wj0xc6wXQYuu1MJ7_aA/KAsv1bZspjOgX4-wYSdnUsf_A_66MjekQYnqXVYqwdI),cor1.jpeg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/gLV-fTUZ9cVwftix3DQo3Q/iGvI4kT4ixjT2PsUYp6M9-h3_GzwknYOdg7fV3rUqsV00Bvzt72PDJ0W_XpE8BE1tTjB1Zyv47raoisR3GxhuF203kAHbKkVyz8MmYUUbLRWTcndLamopQNND_bHMc_DLY3-VSDJJyqkjSX2l1CX6Q/CeMcjRyvak-FDB4i7zY_A6kJC4M3RvJ1CLvNWg5ApDw)",,Bathroom Fixtures,Bathroom Fixtures,,28,VStar,
116,3121,750,₦70000,,false,Hibis,"VStar WC is a modern and durable water closet designed to combine style, comfort, and functionality in any bathroom setting. Crafted from high-quality ceramic materials, it offers excellent resistance to stains, scratches, and wear, ensuring long-lasting performance. The design features a sleek, compact structure that saves space while enhancing the overall look of the restroom. With efficient water-saving technology, it provides powerful flushing with minimal water usage, making it eco-friendly and cost-effective. VStar WC is easy to install, simple to maintain, and a reliable choice for both residential and commercial use.",Hibis.jpeg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/DGmlBlpnLqPELZDYfycYng/5m-lIFhyTKKgFJFRqVHdEknolE1Wqr4xFt9kfQqrsiiI1RdKPv6xOZ5f89PnG8ieFnalEbxd2VfJUS8sb88BcC0FKUgW5CwXwjal9288fAKDf4N7e3F3I2dVSrW7mOypaKJ15aS1PChQbVPVIbnVV-Dk4l6kI1BwAoAmiGT2oSE/r7M_fQvCyfNgFHkebKCn9DMK60WwXNDlrNDONiV4RGA),,Bathroom Fixtures,Bathroom Fixtures,,28,VStar,
117,4532,800,₦85000,,false,Bonjoy,"VStar WC is a modern and durable water closet designed to combine style, comfort, and functionality in any bathroom setting. Crafted from high-quality ceramic materials, it offers excellent resistance to stains, scratches, and wear, ensuring long-lasting performance. The design features a sleek, compact structure that saves space while enhancing the overall look of the restroom. With efficient water-saving technology, it provides powerful flushing with minimal water usage, making it eco-friendly and cost-effective. VStar WC is easy to install, simple to maintain, and a reliable choice for both residential and commercial use.",bonjoy-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/L5kAiFr0NVtLS748hNZimg/eta_ssKyeDqYkC7zfvIPiBRbEm00wokyXbiSkh9q37U8UZT0s0yebPNB5-JCsaQJOSL94aSu5AmbGTDfXart3wSx6lrlLvzzIkXLUfYlMYwVb94MbhLymtyD2ZwnhCRZFn8KQH40sZwPboPCj2XrUyUyq2y2sdaX-mFIgZHi79JrkgcjxoswY_--DIJRp3jJ/wGOBE0q4wQorB7RFpKSQ1D4ONEhm0WIIzG-zCxa5-Pk),,Bathroom Fixtures,Bathroom Fixtures,,28,VStar,
